location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Iceland,2021-03-12,70-79,15.65,6.4
Iceland,2021-03-12,80+,105.15,45.21
Iceland,2021-03-19,18-24,5.8,0.85
Iceland,2021-03-19,25-49,6.58,2.66
Iceland,2021-03-19,50-59,7.72,2.92
Iceland,2021-03-19,60-69,9.45,4.48
Iceland,2021-03-19,70-79,31.08,7.6
Iceland,2021-03-19,80+,105.99,52.37
Iceland,2021-03-26,18-24,6.1,0.96
Iceland,2021-03-26,25-49,7.11,2.87
Iceland,2021-03-26,50-59,8.42,3.13
Iceland,2021-03-26,60-69,10.04,5.1
Iceland,2021-03-26,70-79,58.09,8.01
Iceland,2021-03-26,80+,106.28,91.76
Iceland,2021-04-02,18-24,6.41,1.07
Iceland,2021-04-02,25-49,7.76,2.92
Iceland,2021-04-02,50-59,9.22,3.19
Iceland,2021-04-02,60-69,10.97,6.36
Iceland,2021-04-02,70-79,71.98,14.91
Iceland,2021-04-02,80+,106.48,103.22
Iceland,2021-04-09,18-24,6.81,1.09
Iceland,2021-04-09,25-49,8.4,2.95
Iceland,2021-04-09,50-59,11.36,3.24
Iceland,2021-04-09,60-69,18.03,6.57
Iceland,2021-04-09,70-79,99.48,29.5
Iceland,2021-04-09,80+,106.88,105.04
Iceland,2021-04-16,18-24,7.23,1.35
Iceland,2021-04-16,25-49,10.36,3.4
Iceland,2021-04-16,50-59,14.28,3.86
Iceland,2021-04-16,60-69,30.77,7.19
Iceland,2021-04-16,70-79,102.32,31.28
Iceland,2021-04-16,80+,107.02,105.67
Iceland,2021-04-23,18-24,8.64,1.69
Iceland,2021-04-23,25-49,13.15,4.1
Iceland,2021-04-23,50-59,19.81,4.71
Iceland,2021-04-23,60-69,41.17,7.88
Iceland,2021-04-23,70-79,102.87,37.36
Iceland,2021-04-23,80+,107.09,105.81
Iceland,2021-04-30,18-24,9.8,1.99
Iceland,2021-04-30,25-49,15.56,4.64
Iceland,2021-04-30,50-59,36.13,5.92
Iceland,2021-04-30,60-69,89.44,13.07
Iceland,2021-04-30,70-79,104.2,39.0
Iceland,2021-04-30,80+,107.32,105.86
Iceland,2021-05-07,18-24,16.58,7.97
Iceland,2021-05-07,25-49,26.16,11.09
Iceland,2021-05-07,50-59,65.6,14.21
Iceland,2021-05-07,60-69,92.25,26.38
Iceland,2021-05-07,70-79,104.53,40.08
Iceland,2021-05-07,80+,107.4,105.96
Iceland,2021-05-14,18-24,18.21,9.85
Iceland,2021-05-14,25-49,29.21,13.67
Iceland,2021-05-14,50-59,70.19,18.02
Iceland,2021-05-14,60-69,93.04,37.18
Iceland,2021-05-14,70-79,104.76,40.5
Iceland,2021-05-14,80+,107.46,106.06
Iceland,2021-05-21,18-24,23.1,14.25
Iceland,2021-05-21,25-49,35.9,19.32
Iceland,2021-05-21,50-59,81.32,31.13
Iceland,2021-05-21,60-69,93.6,40.22
Iceland,2021-05-21,70-79,104.94,41.0
Iceland,2021-05-21,80+,107.54,106.12
Iceland,2021-05-28,18-24,24.74,17.25
Iceland,2021-05-28,25-49,39.48,23.65
Iceland,2021-05-28,50-59,83.55,38.85
Iceland,2021-05-28,60-69,95.25,42.08
Iceland,2021-05-28,70-79,105.96,43.25
Iceland,2021-05-28,80+,107.59,106.18
Iceland,2021-06-04,18-24,30.86,20.45
Iceland,2021-06-04,25-49,48.49,28.19
Iceland,2021-06-04,50-59,86.58,45.07
Iceland,2021-06-04,60-69,96.57,42.91
Iceland,2021-06-04,70-79,106.8,44.18
Iceland,2021-06-04,80+,107.85,106.24
Iceland,2021-06-11,18-24,53.34,30.4
Iceland,2021-06-11,25-49,61.79,36.93
Iceland,2021-06-11,50-59,87.87,51.48
Iceland,2021-06-11,60-69,97.03,45.5
Iceland,2021-06-11,70-79,107.08,80.31
Iceland,2021-06-11,80+,107.94,106.59
Iceland,2021-06-18,18-24,70.2,42.66
Iceland,2021-06-18,25-49,73.64,48.71
Iceland,2021-06-18,50-59,89.14,58.07
Iceland,2021-06-18,60-69,97.24,48.14
Iceland,2021-06-18,70-79,107.2,92.69
Iceland,2021-06-18,80+,107.95,106.71
Iceland,2021-06-25,18-24,80.0,53.58
Iceland,2021-06-25,25-49,81.77,59.43
Iceland,2021-06-25,50-59,90.9,60.96
Iceland,2021-06-25,60-69,98.35,53.67
Iceland,2021-06-25,70-79,107.92,98.19
Iceland,2021-06-25,80+,108.21,107.18
Iceland,2021-07-02,18-24,80.7,68.35
Iceland,2021-07-02,25-49,82.23,72.16
Iceland,2021-07-02,50-59,91.09,82.73
Iceland,2021-07-02,60-69,98.54,92.45
Iceland,2021-07-02,70-79,108.04,105.59
Iceland,2021-07-02,80+,108.24,107.55
Iceland,2021-07-09,18-24,82.21,76.58
Iceland,2021-07-09,25-49,83.47,77.56
Iceland,2021-07-09,50-59,91.54,87.54
Iceland,2021-07-09,60-69,98.79,95.33
Iceland,2021-07-09,70-79,108.13,106.41
Iceland,2021-07-09,80+,108.32,107.67
Iceland,2021-07-16,18-24,83.17,80.7
Iceland,2021-07-16,25-49,84.27,82.12
Iceland,2021-07-16,50-59,91.84,90.35
Iceland,2021-07-16,60-69,98.95,98.0
Iceland,2021-07-16,70-79,108.27,107.02
Iceland,2021-07-16,80+,108.37,107.83
Iceland,2021-07-23,18-24,83.44,81.32
Iceland,2021-07-23,25-49,84.5,82.53
Iceland,2021-07-23,50-59,91.88,90.55
Iceland,2021-07-23,60-69,98.98,98.14
Iceland,2021-07-23,70-79,108.3,107.08
Iceland,2021-07-23,80+,108.4,107.83
Iceland,2021-07-30,18-24,83.7,81.53
Iceland,2021-07-30,25-49,85.02,82.76
Iceland,2021-07-30,50-59,91.92,90.94
Iceland,2021-07-30,60-69,99.01,98.25
Iceland,2021-07-30,70-79,108.33,107.15
Iceland,2021-07-30,80+,108.44,107.84
Iceland,2021-08-06,18-24,84.04,81.86
Iceland,2021-08-06,25-49,85.41,83.06
Iceland,2021-08-06,50-59,92.02,91.08
Iceland,2021-08-06,60-69,99.09,98.35
Iceland,2021-08-06,70-79,108.36,107.2
Iceland,2021-08-06,80+,108.49,107.86
Iceland,2021-08-13,18-24,84.41,82.11
Iceland,2021-08-13,25-49,85.79,83.27
Iceland,2021-08-13,50-59,92.13,91.17
Iceland,2021-08-13,60-69,99.16,98.39
Iceland,2021-08-13,70-79,108.42,107.25
Iceland,2021-08-13,80+,108.57,107.9
Iceland,2021-08-20,18-24,84.9,82.93
Iceland,2021-08-20,25-49,86.18,84.2
Iceland,2021-08-20,50-59,92.27,91.37
Iceland,2021-08-20,60-69,99.26,98.51
Iceland,2021-08-20,70-79,108.48,107.35
Iceland,2021-08-20,80+,108.7,107.96
Iceland,2021-08-27,18-24,85.11,83.16
Iceland,2021-08-27,25-49,86.35,84.49
Iceland,2021-08-27,50-59,92.32,91.44
Iceland,2021-08-27,60-69,99.29,98.58
Iceland,2021-08-27,70-79,108.49,107.38
Iceland,2021-08-27,80+,108.84,108.02
Iceland,2021-09-03,18-24,85.22,83.4
Iceland,2021-09-03,25-49,86.49,84.74
Iceland,2021-09-03,50-59,92.37,91.51
Iceland,2021-09-03,60-69,99.33,98.63
Iceland,2021-09-03,70-79,108.52,107.44
Iceland,2021-09-03,80+,108.86,108.05
Iceland,2021-09-10,18-24,85.37,83.63
Iceland,2021-09-10,25-49,86.62,85.02
Iceland,2021-09-10,50-59,92.41,91.62
Iceland,2021-09-10,60-69,99.35,98.69
Iceland,2021-09-10,70-79,108.54,107.5
Iceland,2021-09-10,80+,108.88,108.08
Iceland,2021-09-17,18-24,85.47,83.82
Iceland,2021-09-17,25-49,86.72,85.25
Iceland,2021-09-17,50-59,92.44,91.7
Iceland,2021-09-17,60-69,99.36,98.74
Iceland,2021-09-17,70-79,108.55,107.56
Iceland,2021-09-17,80+,108.88,108.13
Iceland,2021-09-24,18-24,85.53,83.99
Iceland,2021-09-24,25-49,86.8,85.42
Iceland,2021-09-24,50-59,92.47,91.76
Iceland,2021-09-24,60-69,99.36,98.79
Iceland,2021-09-24,70-79,108.56,107.59
Iceland,2021-09-24,80+,108.89,108.17
Iceland,2021-10-01,18-24,85.58,84.15
Iceland,2021-10-01,25-49,86.86,85.57
Iceland,2021-10-01,50-59,92.48,91.81
Iceland,2021-10-01,60-69,99.38,98.83
Iceland,2021-10-01,70-79,108.57,107.61
Iceland,2021-10-01,80+,108.9,108.19
Iceland,2021-10-08,18-24,85.71,84.3
Iceland,2021-10-08,25-49,86.95,85.7
Iceland,2021-10-08,50-59,92.49,91.85
Iceland,2021-10-08,60-69,99.4,98.85
Iceland,2021-10-08,70-79,108.57,107.64
Iceland,2021-10-08,80+,108.92,108.21
Iceland,2021-10-15,18-24,85.8,84.41
Iceland,2021-10-15,25-49,87.05,85.82
Iceland,2021-10-15,50-59,92.52,91.91
Iceland,2021-10-15,60-69,99.42,98.89
Iceland,2021-10-15,70-79,108.58,107.65
Iceland,2021-10-15,80+,108.92,108.22
Ireland,2021-01-08,18-24,0.62,0.0
Ireland,2021-01-08,25-49,1.78,0.0
Ireland,2021-01-08,50-59,1.83,0.0
Ireland,2021-01-08,60-69,0.92,0.0
Ireland,2021-01-08,70-79,0.13,0.0
Ireland,2021-01-08,80+,0.48,0.0
Ireland,2021-01-15,18-24,1.16,0.0
Ireland,2021-01-15,25-49,3.06,0.0
Ireland,2021-01-15,50-59,3.53,0.0
Ireland,2021-01-15,60-69,2.07,0.0
Ireland,2021-01-15,70-79,0.81,0.0
Ireland,2021-01-15,80+,3.88,0.0
Ireland,2021-01-22,18-24,1.65,0.04
Ireland,2021-01-22,25-49,4.03,0.14
Ireland,2021-01-22,50-59,4.83,0.13
Ireland,2021-01-22,60-69,3.13,0.05
Ireland,2021-01-22,70-79,1.93,0.0
Ireland,2021-01-22,80+,10.12,0.01
Ireland,2021-01-29,18-24,1.73,0.61
Ireland,2021-01-29,25-49,4.22,1.76
Ireland,2021-01-29,50-59,5.05,1.82
Ireland,2021-01-29,60-69,3.4,0.92
Ireland,2021-01-29,70-79,2.21,0.12
Ireland,2021-01-29,80+,10.31,0.43
Ireland,2021-02-05,18-24,1.87,1.12
Ireland,2021-02-05,25-49,4.5,2.95
Ireland,2021-02-05,50-59,5.37,3.38
Ireland,2021-02-05,60-69,3.6,1.96
Ireland,2021-02-05,70-79,2.28,0.71
Ireland,2021-02-05,80+,10.5,3.43
Ireland,2021-02-12,18-24,2.21,1.15
Ireland,2021-02-12,25-49,5.26,3.11
Ireland,2021-02-12,50-59,6.4,3.56
Ireland,2021-02-12,60-69,4.35,2.07
Ireland,2021-02-12,70-79,2.75,0.75
Ireland,2021-02-12,80+,11.73,3.48
Ireland,2021-02-19,18-24,2.78,1.63
Ireland,2021-02-19,25-49,6.03,4.04
Ireland,2021-02-19,50-59,7.36,4.82
Ireland,2021-02-19,60-69,4.99,3.08
Ireland,2021-02-19,70-79,3.02,1.76
Ireland,2021-02-19,80+,21.21,9.09
Ireland,2021-02-26,18-24,3.55,1.74
Ireland,2021-02-26,25-49,7.17,4.27
Ireland,2021-02-26,50-59,8.82,5.1
Ireland,2021-02-26,60-69,6.05,3.41
Ireland,2021-02-26,70-79,4.3,2.08
Ireland,2021-02-26,80+,43.39,9.49
Ireland,2021-03-05,18-24,4.13,1.85
Ireland,2021-03-05,25-49,8.06,4.5
Ireland,2021-03-05,50-59,9.94,5.38
Ireland,2021-03-05,60-69,7.03,3.58
Ireland,2021-03-05,70-79,7.26,2.18
Ireland,2021-03-05,80+,66.72,9.82
Ireland,2021-03-12,18-24,4.84,1.95
Ireland,2021-03-12,25-49,9.08,4.72
Ireland,2021-03-12,50-59,11.28,5.72
Ireland,2021-03-12,60-69,8.22,3.92
Ireland,2021-03-12,70-79,10.19,2.65
Ireland,2021-03-12,80+,86.42,11.22
Ireland,2021-03-19,18-24,4.95,2.01
Ireland,2021-03-19,25-49,9.2,4.84
Ireland,2021-03-19,50-59,11.47,5.89
Ireland,2021-03-19,60-69,8.53,4.09
Ireland,2021-03-19,70-79,16.15,2.92
Ireland,2021-03-19,80+,99.3,20.58
Ireland,2021-03-26,18-24,5.74,2.06
Ireland,2021-03-26,25-49,10.23,4.92
Ireland,2021-03-26,50-59,13.02,6.02
Ireland,2021-03-26,60-69,10.37,4.32
Ireland,2021-03-26,70-79,28.91,4.12
Ireland,2021-03-26,80+,103.04,42.41
Ireland,2021-04-02,18-24,6.56,2.09
Ireland,2021-04-02,25-49,11.16,4.97
Ireland,2021-04-02,50-59,14.42,6.1
Ireland,2021-04-02,60-69,12.36,4.54
Ireland,2021-04-02,70-79,43.18,7.06
Ireland,2021-04-02,80+,105.23,65.68
Ireland,2021-04-09,18-24,7.18,2.11
Ireland,2021-04-09,25-49,11.91,5.0
Ireland,2021-04-09,50-59,15.83,6.16
Ireland,2021-04-09,60-69,14.63,4.68
Ireland,2021-04-09,70-79,58.92,9.8
Ireland,2021-04-09,80+,106.03,84.64
Ireland,2021-04-16,18-24,7.33,2.14
Ireland,2021-04-16,25-49,12.24,5.05
Ireland,2021-04-16,50-59,16.67,6.22
Ireland,2021-04-16,60-69,17.7,4.82
Ireland,2021-04-16,70-79,84.71,15.78
Ireland,2021-04-16,80+,106.65,97.41
Ireland,2021-04-23,18-24,7.75,2.18
Ireland,2021-04-23,25-49,13.06,5.13
Ireland,2021-04-23,50-59,19.09,6.33
Ireland,2021-04-23,60-69,30.27,5.05
Ireland,2021-04-23,70-79,101.29,28.35
Ireland,2021-04-23,80+,107.03,101.2
Ireland,2021-04-30,18-24,8.63,2.2
Ireland,2021-04-30,25-49,14.8,5.17
Ireland,2021-04-30,50-59,23.94,6.41
Ireland,2021-04-30,60-69,48.53,5.28
Ireland,2021-04-30,70-79,104.71,42.22
Ireland,2021-04-30,80+,107.35,103.61
Ireland,2021-05-07,18-24,9.59,2.24
Ireland,2021-05-07,25-49,16.6,5.25
Ireland,2021-05-07,50-59,28.56,6.65
Ireland,2021-05-07,60-69,75.12,6.01
Ireland,2021-05-07,70-79,105.52,57.75
Ireland,2021-05-07,80+,107.52,104.39
Ireland,2021-05-14,18-24,10.54,2.4
Ireland,2021-05-14,25-49,18.26,5.55
Ireland,2021-05-14,50-59,46.77,7.49
Ireland,2021-05-14,60-69,90.43,8.44
Ireland,2021-05-14,70-79,106.05,83.51
Ireland,2021-05-14,80+,107.64,105.08
Ireland,2021-05-21,18-24,11.72,2.94
Ireland,2021-05-21,25-49,20.48,6.49
Ireland,2021-05-21,50-59,75.89,16.24
Ireland,2021-05-21,60-69,93.85,11.5
Ireland,2021-05-21,70-79,106.33,96.9
Ireland,2021-05-21,80+,107.71,105.4
Ireland,2021-05-28,18-24,13.22,4.68
Ireland,2021-05-28,25-49,25.74,9.74
Ireland,2021-05-28,50-59,87.84,25.48
Ireland,2021-05-28,60-69,95.64,14.34
Ireland,2021-05-28,70-79,106.56,99.6
Ireland,2021-05-28,80+,107.78,105.64
Ireland,2021-06-04,18-24,14.69,6.48
Ireland,2021-06-04,25-49,33.01,12.7
Ireland,2021-06-04,50-59,92.22,33.01
Ireland,2021-06-04,60-69,96.67,16.95
Ireland,2021-06-04,70-79,106.72,100.35
Ireland,2021-06-04,80+,107.84,105.81
Ireland,2021-06-11,18-24,15.96,7.77
Ireland,2021-06-11,25-49,40.78,14.76
Ireland,2021-06-11,50-59,93.67,46.45
Ireland,2021-06-11,60-69,97.15,20.15
Ireland,2021-06-11,70-79,106.82,100.92
Ireland,2021-06-11,80+,107.87,105.93
Ireland,2021-06-18,18-24,17.21,10.21
Ireland,2021-06-18,25-49,45.33,18.61
Ireland,2021-06-18,50-59,94.36,69.78
Ireland,2021-06-18,60-69,97.54,29.8
Ireland,2021-06-18,70-79,106.93,102.94
Ireland,2021-06-18,80+,107.91,106.05
Ireland,2021-06-25,18-24,18.71,12.53
Ireland,2021-06-25,25-49,50.54,23.48
Ireland,2021-06-25,50-59,95.04,83.81
Ireland,2021-06-25,60-69,98.06,47.43
Ireland,2021-06-25,70-79,107.04,105.15
Ireland,2021-06-25,80+,107.95,106.17
Ireland,2021-07-02,18-24,20.45,14.18
Ireland,2021-07-02,25-49,56.69,30.04
Ireland,2021-07-02,50-59,95.56,88.37
Ireland,2021-07-02,60-69,98.43,67.27
Ireland,2021-07-02,70-79,107.13,105.89
Ireland,2021-07-02,80+,107.98,106.27
Ireland,2021-07-09,18-24,26.29,19.1
Ireland,2021-07-09,25-49,62.65,38.43
Ireland,2021-07-09,50-59,96.06,91.97
Ireland,2021-07-09,60-69,98.81,87.21
Ireland,2021-07-09,70-79,107.2,106.3
Ireland,2021-07-09,80+,108.02,106.32
Ireland,2021-07-16,18-24,34.78,26.26
Ireland,2021-07-16,25-49,70.59,47.01
Ireland,2021-07-16,50-59,96.46,94.35
Ireland,2021-07-16,60-69,99.08,96.59
Ireland,2021-07-16,70-79,107.27,106.5
Ireland,2021-07-16,80+,108.06,106.38
Ireland,2021-07-23,18-24,49.29,32.95
Ireland,2021-07-23,25-49,78.78,53.73
Ireland,2021-07-23,50-59,96.82,95.07
Ireland,2021-07-23,60-69,99.29,97.29
Ireland,2021-07-23,70-79,107.32,106.6
Ireland,2021-07-23,80+,108.09,106.43
Ireland,2021-07-30,18-24,66.49,37.25
Ireland,2021-07-30,25-49,81.85,61.06
Ireland,2021-07-30,50-59,97.14,95.56
Ireland,2021-07-30,60-69,99.5,97.91
Ireland,2021-07-30,70-79,107.36,106.7
Ireland,2021-07-30,80+,108.12,106.47
Ireland,2021-08-06,18-24,74.4,40.1
Ireland,2021-08-06,25-49,83.47,67.88
Ireland,2021-08-06,50-59,97.42,96.04
Ireland,2021-08-06,60-69,99.69,98.32
Ireland,2021-08-06,70-79,107.41,106.79
Ireland,2021-08-06,80+,108.15,106.51
Ireland,2021-08-13,18-24,76.94,45.27
Ireland,2021-08-13,25-49,84.29,75.37
Ireland,2021-08-13,50-59,97.59,96.4
Ireland,2021-08-13,60-69,99.79,98.57
Ireland,2021-08-13,70-79,107.44,106.86
Ireland,2021-08-13,80+,108.17,106.55
Ireland,2021-08-20,18-24,78.6,59.32
Ireland,2021-08-20,25-49,84.93,79.53
Ireland,2021-08-20,50-59,97.75,96.69
Ireland,2021-08-20,60-69,99.9,98.83
Ireland,2021-08-20,70-79,107.48,106.92
Ireland,2021-08-20,80+,108.19,106.6
Ireland,2021-08-27,18-24,80.23,69.05
Ireland,2021-08-27,25-49,85.6,81.58
Ireland,2021-08-27,50-59,97.93,97.01
Ireland,2021-08-27,60-69,100.01,99.07
Ireland,2021-08-27,70-79,107.51,106.99
Ireland,2021-08-27,80+,108.22,106.64
Ireland,2021-09-03,18-24,81.31,74.24
Ireland,2021-09-03,25-49,86.07,82.93
Ireland,2021-09-03,50-59,98.05,97.22
Ireland,2021-09-03,60-69,100.08,99.21
Ireland,2021-09-03,70-79,107.54,107.03
Ireland,2021-09-03,80+,108.24,106.67
Ireland,2021-09-10,18-24,82.07,76.47
Ireland,2021-09-10,25-49,86.44,83.72
Ireland,2021-09-10,50-59,98.13,97.39
Ireland,2021-09-10,60-69,100.14,99.35
Ireland,2021-09-10,70-79,107.56,107.07
Ireland,2021-09-10,80+,108.25,106.7
Ireland,2021-09-17,18-24,82.67,78.27
Ireland,2021-09-17,25-49,86.72,84.44
Ireland,2021-09-17,50-59,98.2,97.55
Ireland,2021-09-17,60-69,100.18,99.47
Ireland,2021-09-17,70-79,107.57,107.1
Ireland,2021-09-17,80+,108.26,106.74
Ireland,2021-09-24,18-24,83.09,79.55
Ireland,2021-09-24,25-49,86.95,85.02
Ireland,2021-09-24,50-59,98.26,97.69
Ireland,2021-09-24,60-69,100.22,99.56
Ireland,2021-09-24,70-79,107.59,107.14
Ireland,2021-09-24,80+,108.29,106.76
Ireland,2021-10-01,18-24,83.58,80.58
Ireland,2021-10-01,25-49,87.16,85.47
Ireland,2021-10-01,50-59,98.32,97.79
Ireland,2021-10-01,60-69,100.24,99.63
Ireland,2021-10-01,70-79,107.6,107.17
Ireland,2021-10-01,80+,108.34,106.79
Ireland,2021-10-08,18-24,83.8,81.22
Ireland,2021-10-08,25-49,87.31,85.79
Ireland,2021-10-08,50-59,98.36,97.86
Ireland,2021-10-08,60-69,100.27,99.68
Ireland,2021-10-08,70-79,107.62,107.19
Ireland,2021-10-08,80+,108.49,106.89
Ireland,2021-10-15,18-24,84.0,81.68
Ireland,2021-10-15,25-49,87.46,86.04
Ireland,2021-10-15,50-59,98.41,97.93
Ireland,2021-10-15,60-69,100.3,99.72
Ireland,2021-10-15,70-79,107.63,107.2
Ireland,2021-10-15,80+,108.6,106.92
Ireland,2021-10-22,18-24,84.02,81.73
Ireland,2021-10-22,25-49,87.47,86.06
Ireland,2021-10-22,50-59,98.41,97.93
Ireland,2021-10-22,60-69,100.3,99.73
Ireland,2021-10-22,70-79,107.63,107.21
Ireland,2021-10-22,80+,108.6,106.92
Israel,2021-01-14,20-29,8.95,0.38
Israel,2021-01-14,30-39,13.46,0.89
Israel,2021-01-14,40-49,23.51,1.36
Israel,2021-01-14,50-59,42.02,1.89
Israel,2021-01-14,60-69,66.52,7.49
Israel,2021-01-14,70-79,84.49,10.61
Israel,2021-01-14,80-89,77.82,6.95
Israel,2021-01-14,90+,80.64,5.42
Israel,2021-01-15,20-29,9.17,0.42
Israel,2021-01-15,30-39,13.72,0.97
Israel,2021-01-15,40-49,23.88,1.5
Israel,2021-01-15,50-59,43.09,2.14
Israel,2021-01-15,60-69,66.81,8.75
Israel,2021-01-15,70-79,84.72,12.52
Israel,2021-01-15,80-89,78.02,8.36
Israel,2021-01-15,90+,80.78,6.53
Israel,2021-01-16,20-29,9.43,0.45
Israel,2021-01-16,30-39,14.1,1.04
Israel,2021-01-16,40-49,24.73,1.63
Israel,2021-01-16,50-59,44.9,2.4
Israel,2021-01-16,60-69,67.21,10.3
Israel,2021-01-16,70-79,85.02,15.02
Israel,2021-01-16,80-89,78.31,10.21
Israel,2021-01-16,90+,81.07,8.12
Israel,2021-01-17,20-29,9.71,0.6
Israel,2021-01-17,30-39,14.52,1.32
Israel,2021-01-17,40-49,26.01,2.07
Israel,2021-01-17,50-59,47.39,3.09
Israel,2021-01-17,60-69,67.85,13.17
Israel,2021-01-17,70-79,85.61,19.55
Israel,2021-01-17,80-89,78.83,13.96
Israel,2021-01-17,90+,81.55,11.28
Israel,2021-01-18,20-29,10.59,0.89
Israel,2021-01-18,30-39,15.18,1.85
Israel,2021-01-18,40-49,27.99,2.97
Israel,2021-01-18,50-59,49.64,4.52
Israel,2021-01-18,60-69,68.66,18.12
Israel,2021-01-18,70-79,86.35,26.77
Israel,2021-01-18,80-89,79.47,19.95
Israel,2021-01-18,90+,82.02,16.91
Israel,2021-01-19,20-29,11.48,1.18
Israel,2021-01-19,30-39,15.63,2.28
Israel,2021-01-19,40-49,29.17,3.65
Israel,2021-01-19,50-59,50.74,5.55
Israel,2021-01-19,60-69,69.05,20.84
Israel,2021-01-19,70-79,86.72,30.86
Israel,2021-01-19,80-89,79.81,24.02
Israel,2021-01-19,90+,82.36,22.05
Israel,2021-01-20,20-29,13.11,1.73
Israel,2021-01-20,30-39,16.63,3.06
Israel,2021-01-20,40-49,31.9,4.9
Israel,2021-01-20,50-59,52.79,7.55
Israel,2021-01-20,60-69,70.01,26.28
Israel,2021-01-20,70-79,87.62,38.26
Israel,2021-01-20,80-89,80.67,30.92
Israel,2021-01-20,90+,83.13,29.96
Israel,2021-01-21,20-29,14.16,2.5
Israel,2021-01-21,30-39,18.2,4.17
Israel,2021-01-21,40-49,35.5,6.71
Israel,2021-01-21,50-59,55.05,10.95
Israel,2021-01-21,60-69,71.04,33.76
Israel,2021-01-21,70-79,88.58,48.27
Israel,2021-01-21,80-89,81.58,40.2
Israel,2021-01-21,90+,84.01,39.85
Israel,2021-01-22,20-29,14.6,2.75
Israel,2021-01-22,30-39,18.85,4.59
Israel,2021-01-22,40-49,36.88,7.47
Israel,2021-01-22,50-59,55.79,12.47
Israel,2021-01-22,60-69,71.33,36.29
Israel,2021-01-22,70-79,88.79,51.07
Israel,2021-01-22,80-89,81.79,42.93
Israel,2021-01-22,90+,84.22,42.99
Israel,2021-01-23,20-29,15.02,3.03
Israel,2021-01-23,30-39,19.39,4.87
Israel,2021-01-23,40-49,38.16,8.04
Israel,2021-01-23,50-59,56.52,13.57
Israel,2021-01-23,60-69,71.58,37.84
Israel,2021-01-23,70-79,88.97,53.06
Israel,2021-01-23,80-89,82.0,45.05
Israel,2021-01-23,90+,84.45,46.07
Israel,2021-01-24,20-29,15.9,3.61
Israel,2021-01-24,30-39,20.29,5.65
Israel,2021-01-24,40-49,40.17,9.5
Israel,2021-01-24,50-59,57.64,16.56
Israel,2021-01-24,60-69,72.09,42.26
Israel,2021-01-24,70-79,89.42,58.59
Israel,2021-01-24,80-89,82.45,50.71
Israel,2021-01-24,90+,84.9,52.08
Israel,2021-01-25,20-29,17.2,4.35
Israel,2021-01-25,30-39,21.52,6.62
Israel,2021-01-25,40-49,42.32,11.27
Israel,2021-01-25,50-59,59.08,19.9
Israel,2021-01-25,60-69,72.91,46.48
Israel,2021-01-25,70-79,90.23,63.76
Israel,2021-01-25,80-89,83.33,56.35
Israel,2021-01-25,90+,85.86,58.15
Israel,2021-01-26,20-29,18.66,5.02
Israel,2021-01-26,30-39,23.02,7.54
Israel,2021-01-26,40-49,44.54,12.95
Israel,2021-01-26,50-59,60.44,23.05
Israel,2021-01-26,60-69,73.61,50.69
Israel,2021-01-26,70-79,90.85,68.68
Israel,2021-01-26,80-89,83.95,61.54
Israel,2021-01-26,90+,86.56,63.29
Israel,2021-01-27,20-29,19.54,5.76
Israel,2021-01-27,30-39,23.71,8.41
Israel,2021-01-27,40-49,45.58,14.29
Israel,2021-01-27,50-59,61.04,25.09
Israel,2021-01-27,60-69,73.91,53.44
Israel,2021-01-27,70-79,91.14,71.98
Israel,2021-01-27,80-89,84.25,65.05
Israel,2021-01-27,90+,86.9,67.04
Israel,2021-01-28,20-29,21.13,6.7
Israel,2021-01-28,30-39,25.98,9.65
Israel,2021-01-28,40-49,48.28,16.55
Israel,2021-01-28,50-59,62.66,29.32
Israel,2021-01-28,60-69,74.63,58.68
Israel,2021-01-28,70-79,91.71,77.41
Israel,2021-01-28,80-89,84.77,70.46
Israel,2021-01-28,90+,87.48,72.24
Israel,2021-01-29,20-29,21.62,7.01
Israel,2021-01-29,30-39,26.88,10.18
Israel,2021-01-29,40-49,49.11,17.69
Israel,2021-01-29,50-59,63.1,30.91
Israel,2021-01-29,60-69,74.8,60.13
Israel,2021-01-29,70-79,91.83,78.83
Israel,2021-01-29,80-89,84.89,71.77
Israel,2021-01-29,90+,87.56,73.41
Israel,2021-01-30,20-29,22.08,7.31
Israel,2021-01-30,30-39,27.82,10.73
Israel,2021-01-30,40-49,50.03,18.8
Israel,2021-01-30,50-59,63.57,32.25
Israel,2021-01-30,60-69,74.97,61.19
Israel,2021-01-30,70-79,91.95,79.84
Israel,2021-01-30,80-89,84.98,72.76
Israel,2021-01-30,90+,87.64,74.42
Israel,2021-01-31,20-29,23.05,7.61
Israel,2021-01-31,30-39,29.47,11.26
Israel,2021-01-31,40-49,51.58,19.8
Israel,2021-01-31,50-59,64.49,33.59
Israel,2021-01-31,60-69,75.39,62.7
Israel,2021-01-31,70-79,92.31,81.51
Israel,2021-01-31,80-89,85.31,74.42
Israel,2021-01-31,90+,88.0,75.96
Israel,2021-02-01,20-29,24.74,7.88
Israel,2021-02-01,30-39,31.69,11.73
Israel,2021-02-01,40-49,53.22,20.69
Israel,2021-02-01,50-59,65.56,34.68
Israel,2021-02-01,60-69,75.87,63.54
Israel,2021-02-01,70-79,92.71,82.35
Israel,2021-02-01,80-89,85.72,75.28
