Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Italy,412,4340,Alpha,71.89,13999,231.88
Italy,426,5737,Alpha,95.03,19736,326.91
Italy,440,3535,Alpha,58.56,23271,385.47
Italy,454,3809,Alpha,63.1,27080,448.57
Italy,468,4066,Alpha,67.35,31146,515.92
Italy,482,2377,Alpha,39.38,33523,555.3
Italy,496,2678,Alpha,44.36,36201,599.66
Italy,510,1547,Alpha,25.63,37748,625.29
Italy,524,1968,Alpha,32.6,39716,657.89
Italy,538,3054,Delta,50.59,42770,708.48
Italy,552,4771,Delta,79.03,47541,787.51
Italy,566,4135,Delta,68.5,51676,856.01
Italy,580,3261,Delta,54.02,54937,910.03
Italy,594,3515,Delta,58.23,58452,968.26
Italy,608,2256,Delta,37.37,60708,1005.63
Italy,622,2494,Delta,41.31,63202,1046.94
Italy,636,2186,Delta,36.21,65388,1083.15
Italy,650,2515,Delta,41.66,67903,1124.81
Italy,664,3037,Delta,50.31,70940,1175.12
Italy,678,3404,Delta,56.39,74344,1231.51
Italy,692,3548,Delta,58.77,77892,1290.28
Italy,706,4059,Delta,67.24,81951,1357.52
Italy,720,2456,Omicron,40.68,84407,1398.2
Jamaica,349,5,0,1.68,5,1.68
Jamaica,370,7,0,2.35,12,4.03
Jamaica,384,10,0,3.36,22,7.39
Jamaica,398,3,0,1.01,25,8.4
Jamaica,412,112,Alpha,37.67,137,46.07
Jamaica,426,1,0,0.34,138,46.41
Jamaica,440,9,0,3.03,147,49.44
Jamaica,454,10,0,3.36,157,52.8
Jamaica,468,1,0,0.34,158,53.14
Jamaica,482,30,Alpha,10.09,188,63.23
Jamaica,496,26,0,8.74,214,71.97
Jamaica,552,94,Delta,31.61,308,103.58
Jamaica,566,33,Delta,11.1,341,114.68
Jamaica,580,61,Delta,20.51,402,135.19
Jamaica,594,17,0,5.72,419,140.91
Jamaica,622,1,0,0.34,420,141.25
Jamaica,636,4,0,1.35,424,142.6
Jamaica,650,9,0,3.03,433,145.63
Jamaica,664,1,0,0.34,434,145.97
Japan,111,415,Others,3.29,415,3.29
Japan,125,116,Others,0.92,531,4.21
Japan,139,146,Others,1.16,677,5.37
Japan,153,189,Others,1.5,866,6.87
Japan,167,386,Others,3.06,1252,9.93
Japan,181,779,Others,6.18,2031,16.11
Japan,195,1843,Others,14.62,3874,30.73
Japan,209,2125,Others,16.86,5999,47.59
Japan,223,1450,Others,11.5,7449,59.09
Japan,237,764,Others,6.06,8213,65.15
Japan,251,523,Others,4.15,8736,69.3
Japan,265,546,Others,4.33,9282,73.63
Japan,279,685,Others,5.43,9967,79.06
Japan,293,818,Others,6.49,10785,85.55
Japan,307,1745,Others,13.84,12530,99.39
Japan,321,1976,Others,15.68,14506,115.07
Japan,335,2240,Others,17.77,16746,132.84
Japan,349,4744,Others,37.64,21490,170.48
Japan,370,3637,Others,28.85,25127,199.33
Japan,384,2366,Others,18.77,27493,218.1
Japan,398,1316,Others,10.44,28809,228.54
Japan,412,1308,Others,10.38,30117,238.92
Japan,426,2208,Others,17.52,32325,256.44
Japan,440,4081,Alpha,32.38,36406,288.82
Japan,454,5582,Alpha,44.28,41988,333.1
Japan,468,10178,Alpha,80.75,52166,413.85
Japan,482,9411,Alpha,74.66,61577,488.51
Japan,496,5920,Alpha,46.97,67497,535.48
Japan,510,4207,Alpha,33.38,71704,568.86
Japan,524,4220,Alpha,33.48,75924,602.34
Japan,538,5720,Alpha,45.38,81644,647.72
Japan,552,10194,Delta,80.87,91838,728.59
Japan,566,17339,Delta,137.56,109177,866.15
Japan,580,28942,Delta,229.61,138119,1095.76
Japan,594,24622,Delta,195.33,162741,1291.09
Japan,608,9641,Delta,76.49,172382,1367.58
Japan,622,2787,Delta,22.11,175169,1389.69
Japan,636,1168,Delta,9.27,176337,1398.96
Japan,650,532,Delta,4.22,176869,1403.18
Japan,664,448,Delta,3.55,177317,1406.73
Japan,678,289,Delta,2.29,177606,1409.02
Japan,692,253,Delta,2.01,177859,1411.03
Japan,706,420,Omicron,3.33,178279,1414.36
Japan,720,359,Omicron,2.85,178638,1417.21
Jordan,139,2,0,0.19,2,0.19
Jordan,153,1,0,0.1,3,0.29
Jordan,167,3,0,0.29,6,0.58
Jordan,209,1,0,0.1,7,0.68
Jordan,223,13,0,1.27,20,1.95
Jordan,237,27,0,2.63,47,4.58
Jordan,251,15,0,1.46,62,6.04
Jordan,265,311,Others,30.29,373,36.33
Jordan,279,90,Others,8.76,463,45.09
Jordan,293,48,Others,4.67,511,49.76
Jordan,321,2,0,0.19,513,49.95
Jordan,335,2,0,0.19,515,50.14
Jordan,349,51,Alpha,4.97,566,55.11
Jordan,370,6,0,0.58,572,55.69
Jordan,384,25,0,2.43,597,58.12
Jordan,398,17,0,1.66,614,59.78
Jordan,412,12,0,1.17,626,60.95
Jordan,426,29,0,2.82,655,63.77
Jordan,440,13,0,1.27,668,65.04
Jordan,454,19,0,1.85,687,66.89
Jordan,468,16,0,1.56,703,68.45
Jordan,482,17,0,1.66,720,70.11
Jordan,496,14,0,1.36,734,71.47
Jordan,510,27,0,2.63,761,74.1
Jordan,524,16,0,1.56,777,75.66
Jordan,538,12,0,1.17,789,76.83
Jordan,552,5,0,0.49,794,77.32
Jordan,566,13,0,1.27,807,78.59
Jordan,580,12,0,1.17,819,79.76
Jordan,594,22,0,2.14,841,81.9
Jordan,608,35,Delta,3.41,876,85.31
Jordan,622,71,Delta,6.91,947,92.22
Jordan,636,64,Delta,6.23,1011,98.45
Jordan,650,43,Delta,4.19,1054,102.64
Jordan,664,39,Delta,3.8,1093,106.44
Jordan,678,38,Delta,3.7,1131,110.14
Jordan,692,26,0,2.53,1157,112.67
Jordan,706,32,Omicron,3.12,1189,115.79
Kazakhstan,111,2,0,0.11,2,0.11
Kazakhstan,125,1,0,0.05,3,0.16
Kazakhstan,307,9,0,0.47,12,0.63
Kazakhstan,321,2,0,0.11,14,0.74
Kazakhstan,335,13,0,0.68,27,1.42
Kazakhstan,349,16,0,0.84,43,2.26
Kazakhstan,370,1,0,0.05,44,2.31
Kazakhstan,412,16,0,0.84,60,3.15
Kazakhstan,426,39,Alpha,2.05,99,5.2
Kazakhstan,440,59,Alpha,3.11,158,8.31
Kazakhstan,454,35,Alpha,1.84,193,10.15
Kazakhstan,468,47,Alpha,2.47,240,12.62
Kazakhstan,552,1,0,0.05,241,12.67
Kazakhstan,580,93,Delta,4.9,334,17.57
Kazakhstan,594,3,0,0.16,337,17.73
Kazakhstan,608,19,0,1.0,356,18.73
Kazakhstan,622,20,0,1.05,376,19.78
Kazakhstan,636,53,Delta,2.79,429,22.57
Kazakhstan,692,1,0,0.05,430,22.62
Kazakhstan,706,4,0,0.21,434,22.83
Kazakhstan,720,3,0,0.16,437,22.99
Kenya,111,76,Others,1.38,76,1.38
Kenya,125,125,Others,2.27,201,3.65
Kenya,139,38,Others,0.69,239,4.34
Kenya,153,57,Others,1.04,296,5.38
Kenya,167,89,Others,1.62,385,7.0
Kenya,181,67,Others,1.22,452,8.22
Kenya,195,38,Others,0.69,490,8.91
Kenya,209,59,Others,1.07,549,9.98
Kenya,223,54,Others,0.98,603,10.96
Kenya,237,54,Others,0.98,657,11.94
Kenya,251,17,0,0.31,674,12.25
Kenya,265,68,Others,1.24,742,13.49
Kenya,279,166,Others,3.02,908,16.51
Kenya,293,347,Others,6.31,1255,22.82
Kenya,307,258,Others,4.69,1513,27.51
Kenya,321,157,Others,2.86,1670,30.37
Kenya,335,75,Others,1.36,1745,31.73
Kenya,349,66,Others,1.2,1811,32.93
Kenya,370,53,Others,0.96,1864,33.89
Kenya,384,87,Others,1.58,1951,35.47
Kenya,398,75,Alpha,1.36,2026,36.83
Kenya,412,236,Alpha,4.29,2262,41.12
Kenya,426,272,Alpha,4.95,2534,46.07
Kenya,440,175,Alpha,3.18,2709,49.25
Kenya,454,133,Alpha,2.42,2842,51.67
Kenya,468,136,Alpha,2.47,2978,54.14
Kenya,482,117,Alpha,2.13,3095,56.27
Kenya,496,194,Alpha,3.53,3289,59.8
Kenya,510,132,Delta,2.4,3421,62.2
Kenya,524,173,Delta,3.15,3594,65.35
Kenya,538,279,Delta,5.07,3873,70.42
Kenya,552,227,Delta,4.13,4100,74.55
Kenya,566,307,Delta,5.58,4407,80.13
Kenya,580,292,Delta,5.31,4699,85.44
Kenya,594,230,Delta,4.18,4929,89.62
Kenya,608,157,Delta,2.86,5086,92.48
Kenya,622,99,Delta,1.8,5185,94.28
Kenya,636,64,Delta,1.16,5249,95.44
Kenya,650,33,Delta,0.6,5282,96.04
Kenya,664,47,Delta,0.85,5329,96.89
Kenya,678,22,0,0.4,5351,97.29
Kenya,692,161,Omicron,2.93,5512,100.22
Kenya,706,201,Omicron,3.66,5713,103.88
Kosovo,111,1,0,0.56,1,0.56
Kosovo,181,4,0,2.24,5,2.8
Kosovo,195,4,0,2.24,9,5.04
Kosovo,307,1,0,0.56,10,5.6
Kosovo,335,3,0,1.68,13,7.28
Kosovo,349,21,0,11.78,34,19.06
Kosovo,468,2,0,1.12,36,20.18
Kosovo,482,11,0,6.17,47,26.35
Kosovo,496,1,0,0.56,48,26.91
Kosovo,510,7,0,3.93,55,30.84
Kosovo,538,3,0,1.68,58,32.52
Kosovo,552,44,Delta,24.69,102,57.21
Kosovo,566,166,Delta,93.15,268,150.36
Kosovo,580,154,Delta,86.41,422,236.77
Kosovo,594,64,Delta,35.91,486,272.68
Kosovo,608,243,Delta,136.35,729,409.03
Kosovo,622,110,Delta,61.72,839,470.75
Kosovo,636,39,Delta,21.88,878,492.63
Kosovo,650,42,Delta,23.57,920,516.2
Kosovo,664,40,Delta,22.45,960,538.65
Kosovo,678,26,0,14.59,986,553.24
Kosovo,692,4,0,2.24,990,555.48
Kuwait,349,15,0,3.47,15,3.47
Kuwait,370,5,0,1.16,20,4.63
Kuwait,384,5,0,1.16,25,5.79
Kuwait,454,3,0,0.69,28,6.48
Kuwait,496,7,0,1.62,35,8.1
Kuwait,510,32,Delta,7.39,67,15.49
Kuwait,524,40,Delta,9.24,107,24.73
Kuwait,538,66,Delta,15.25,173,39.98
Kuwait,566,8,0,1.85,181,41.83
Kuwait,580,32,Delta,7.39,213,49.22
Kuwait,594,5,0,1.16,218,50.38
Kuwait,608,18,0,4.16,236,54.54
Kuwait,622,30,Delta,6.93,266,61.47
Kuwait,636,22,0,5.08,288,66.55
Kuwait,650,21,0,4.85,309,71.4
Kuwait,664,4,0,0.92,313,72.32
Kuwait,678,12,0,2.77,325,75.09
Kuwait,692,3,0,0.69,328,75.78
Latvia,111,19,0,10.18,19,10.18
Latvia,139,3,0,1.61,22,11.79
Latvia,153,5,0,2.68,27,14.47
Latvia,167,3,0,1.61,30,16.08
Latvia,181,29,0,15.53,59,31.61
Latvia,195,11,0,5.89,70,37.5
Latvia,209,18,0,9.64,88,47.14
Latvia,223,21,0,11.25,109,58.39
Latvia,237,23,0,12.32,132,70.71
Latvia,251,46,Others,24.64,178,95.35
Latvia,265,297,Others,159.08,475,254.43
Latvia,279,12,0,6.43,487,260.86
Latvia,293,1,0,0.54,488,261.4
Latvia,307,1,0,0.54,489,261.94
Latvia,335,8,0,4.29,497,266.23
Latvia,349,4,0,2.14,501,268.37
Latvia,370,82,Others,43.92,583,312.29
Latvia,384,249,Others,133.37,832,445.66
Latvia,398,431,Others,230.86,1263,676.52
Latvia,412,473,Others,253.36,1736,929.88
Latvia,426,1241,Alpha,664.73,2977,1594.61
Latvia,440,972,Alpha,520.64,3949,2115.25
Latvia,454,752,Alpha,402.8,4701,2518.05
Latvia,468,728,Alpha,389.94,5429,2907.99
Latvia,482,516,Alpha,276.39,5945,3184.38
Latvia,496,556,Alpha,297.81,6501,3482.19
Latvia,510,310,Alpha,166.05,6811,3648.24
Latvia,524,105,Alpha,56.24,6916,3704.48
Latvia,538,108,Delta,57.85,7024,3762.33
Latvia,552,141,Delta,75.52,7165,3837.85
Latvia,566,150,Delta,80.35,7315,3918.2
Latvia,580,86,Delta,46.06,7401,3964.26
Latvia,594,72,Delta,38.57,7473,4002.83
Latvia,608,34,Delta,18.21,7507,4021.04
Latvia,622,99,Delta,53.03,7606,4074.07
Latvia,636,36,Others,19.28,7642,4093.35
Latvia,650,8,0,4.29,7650,4097.64
Lebanon,111,3,0,0.44,3,0.44
Lebanon,139,12,0,1.77,15,2.21
Lebanon,167,9,0,1.33,24,3.54
Lebanon,195,17,0,2.51,41,6.05
Lebanon,209,3,0,0.44,44,6.49
Lebanon,237,22,0,3.25,66,9.74
Lebanon,265,3,0,0.44,69,10.18
Lebanon,321,2,0,0.3,71,10.48
Lebanon,335,25,0,3.69,96,14.17
Lebanon,349,69,Others,10.19,165,24.36
Lebanon,370,63,Others,9.31,228,33.67
Lebanon,384,62,Alpha,9.16,290,42.83
Lebanon,398,139,Alpha,20.53,429,63.36
Lebanon,412,157,Alpha,23.19,586,86.55
Lebanon,426,130,Alpha,19.2,716,105.75
Lebanon,440,117,Alpha,17.28,833,123.03
Lebanon,454,77,Alpha,11.38,910,134.41
Lebanon,468,91,Alpha,13.44,1001,147.85
Lebanon,482,11,0,1.63,1012,149.48
Lebanon,524,4,0,0.59,1016,150.07
Lebanon,538,52,Delta,7.68,1068,157.75
Lebanon,552,25,0,3.69,1093,161.44
Lebanon,692,4,0,0.59,1097,162.03
Liechtenstein,279,3,0,78.42,3,78.42
Liechtenstein,307,1,0,26.14,4,104.56
Liechtenstein,321,2,0,52.28,6,156.84
Liechtenstein,335,12,0,313.69,18,470.53
Liechtenstein,349,15,0,392.12,33,862.65
Liechtenstein,370,3,0,78.42,36,941.07
Liechtenstein,384,9,0,235.27,45,1176.34
Liechtenstein,398,1,0,26.14,46,1202.48
Liechtenstein,412,3,0,78.42,49,1280.9
Liechtenstein,440,1,0,26.14,50,1307.04
Liechtenstein,454,16,0,418.26,66,1725.3
Liechtenstein,468,12,0,313.69,78,2038.99
Liechtenstein,482,7,0,182.99,85,2221.98
Liechtenstein,496,2,0,52.28,87,2274.26
Liechtenstein,510,2,0,52.28,89,2326.54
Liechtenstein,524,2,0,52.28,91,2378.82
Liechtenstein,538,2,0,52.28,93,2431.1
Liechtenstein,552,4,0,104.56,97,2535.66
Liechtenstein,566,2,0,52.28,99,2587.94
Liechtenstein,580,11,0,287.55,110,2875.49
Liechtenstein,594,7,0,182.99,117,3058.48
Liechtenstein,608,5,0,130.71,122,3189.19
Liechtenstein,622,4,0,104.56,126,3293.75
Liechtenstein,636,4,0,104.56,130,3398.31
Liechtenstein,650,11,0,287.55,141,3685.86
Liechtenstein,664,63,Delta,1646.89,204,5332.75
Liechtenstein,678,131,Delta,3424.48,335,8757.23
Liechtenstein,692,144,Delta,3764.31,479,12521.54
Liechtenstein,706,107,Delta,2797.09,586,15318.63
Lithuania,125,13,0,4.83,13,4.83
Lithuania,139,2,0,0.74,15,5.57
Lithuania,195,9,0,3.35,24,8.92
Lithuania,209,16,0,5.95,40,14.87
Lithuania,223,14,0,5.2,54,20.07
Lithuania,237,30,Others,11.15,84,31.22
Lithuania,251,4,0,1.49,88,32.71
Lithuania,265,4,0,1.49,92,34.2
Lithuania,279,2,0,0.74,94,34.94
Lithuania,293,3,0,1.12,97,36.06
Lithuania,307,17,0,6.32,114,42.38
Lithuania,321,199,Others,73.98,313,116.36
Lithuania,335,206,Others,76.58,519,192.94
Lithuania,349,234,Others,86.99,753,279.93
Lithuania,370,191,Others,71.01,944,350.94
Lithuania,384,181,Others,67.29,1125,418.23
Lithuania,398,974,Others,362.1,2099,780.33
Lithuania,412,1306,Others,485.53,3405,1265.86
Lithuania,426,1412,Alpha,524.93,4817,1790.79
Lithuania,440,1637,Alpha,608.58,6454,2399.37
Lithuania,454,1732,Alpha,643.9,8186,3043.27
Lithuania,468,1731,Alpha,643.53,9917,3686.8
Lithuania,482,1454,Alpha,540.55,11371,4227.35
Lithuania,496,1517,Alpha,563.97,12888,4791.32
Lithuania,510,1258,Alpha,467.68,14146,5259.0
Lithuania,524,325,Alpha,120.82,14471,5379.82
Lithuania,538,242,Delta,89.97,14713,5469.79
Lithuania,552,995,Delta,369.91,15708,5839.7
Lithuania,566,1518,Delta,564.34,17226,6404.04
Lithuania,580,1494,Delta,555.42,18720,6959.46
Lithuania,594,1343,Delta,499.28,20063,7458.74
Lithuania,608,963,Delta,358.01,21026,7816.75
Lithuania,622,824,Delta,306.34,21850,8123.09
Lithuania,636,963,Delta,358.01,22813,8481.1
Lithuania,650,1043,Delta,387.75,23856,8868.85
Lithuania,664,1215,Delta,451.7,25071,9320.55
Lithuania,678,1209,Delta,449.47,26280,9770.02
Lithuania,692,1858,Delta,690.74,28138,10460.76
Lithuania,706,409,Delta,152.05,28547,10612.81
Lithuania,720,38,Delta,14.13,28585,10626.94
Luxembourg,111,6,0,9.45,6,9.45
Luxembourg,125,12,0,18.9,18,28.35
Luxembourg,153,4,0,6.3,22,34.65
Luxembourg,167,20,0,31.51,42,66.16
Luxembourg,181,24,0,37.81,66,103.97
Luxembourg,195,20,0,31.51,86,135.48
Luxembourg,209,17,0,26.78,103,162.26
Luxembourg,223,4,0,6.3,107,168.56
Luxembourg,237,7,0,11.03,114,179.59
Luxembourg,251,18,0,28.35,132,207.94
Luxembourg,265,34,Others,53.56,166,261.5
Luxembourg,279,394,Others,620.65,560,882.15
Luxembourg,293,535,Others,842.77,1095,1724.92
Luxembourg,307,444,Others,699.42,1539,2424.34
Luxembourg,321,769,Others,1211.38,2308,3635.72
Luxembourg,335,676,Others,1064.88,2984,4700.6
Luxembourg,349,381,Others,600.18,3365,5300.78
Luxembourg,370,256,Others,403.27,3621,5704.05
Luxembourg,384,593,Others,934.13,4214,6638.18
Luxembourg,398,354,Alpha,557.64,4568,7195.82
Luxembourg,412,754,Alpha,1187.75,5322,8383.57
Luxembourg,426,683,Alpha,1075.91,6005,9459.48
Luxembourg,440,948,Alpha,1493.35,6953,10952.83
Luxembourg,454,1043,Alpha,1643.0,7996,12595.83
Luxembourg,468,1073,Alpha,1690.26,9069,14286.09
Luxembourg,482,744,Alpha,1172.0,9813,15458.09
Luxembourg,496,392,Alpha,617.5,10205,16075.59
Luxembourg,510,240,Alpha,378.06,10445,16453.65
Luxembourg,524,130,Delta,204.78,10575,16658.43
Luxembourg,538,944,Gamma,1487.05,11519,18145.48
Luxembourg,552,699,Delta,1101.11,12218,19246.59
Luxembourg,566,459,Delta,723.05,12677,19969.64
Luxembourg,580,413,Delta,650.58,13090,20620.22
Luxembourg,594,549,Delta,864.82,13639,21485.04
Luxembourg,608,600,Delta,945.16,14239,22430.2
Luxembourg,622,705,Delta,1110.56,14944,23540.76
Luxembourg,636,764,Delta,1203.5,15708,24744.26
Luxembourg,650,798,Delta,1257.06,16506,26001.32
Luxembourg,664,769,Delta,1211.38,17275,27212.7
Luxembourg,678,1047,Delta,1649.3,18322,28862.0
Luxembourg,692,1151,Delta,1813.13,19473,30675.13
Luxembourg,706,1185,Delta,1866.69,20658,32541.82
Madagascar,111,13,0,0.46,13,0.46
Madagascar,125,14,0,0.49,27,0.95
Madagascar,139,35,Others,1.23,62,2.18
Madagascar,153,23,0,0.81,85,2.99
Madagascar,167,31,Others,1.09,116,4.08
Madagascar,181,36,Others,1.27,152,5.35
Madagascar,195,29,0,1.02,181,6.37
Madagascar,209,15,0,0.53,196,6.9
Madagascar,223,26,0,0.91,222,7.81
Madagascar,237,25,0,0.88,247,8.69
Madagascar,251,9,0,0.32,256,9.01
Madagascar,265,13,0,0.46,269,9.47
Madagascar,279,10,0,0.35,279,9.82
Madagascar,293,10,0,0.35,289,10.17
Madagascar,307,19,0,0.67,308,10.84
Madagascar,321,10,0,0.35,318,11.19
Madagascar,335,21,0,0.74,339,11.93
Madagascar,349,30,Others,1.06,369,12.99
Madagascar,370,38,Others,1.34,407,14.33
Madagascar,384,33,Others,1.16,440,15.49
Madagascar,398,19,0,0.67,459,16.16
Madagascar,412,28,0,0.98,487,17.14
Madagascar,426,39,Beta,1.37,526,18.51
Madagascar,440,52,Beta,1.83,578,20.34
Madagascar,454,113,Beta,3.98,691,24.32
Madagascar,468,16,0,0.56,707,24.88
Madagascar,482,16,0,0.56,723,25.44
Madagascar,496,10,0,0.35,733,25.79
Madagascar,538,19,0,0.67,752,26.46
Madagascar,552,23,0,0.81,775,27.27
Malawi,209,1,0,0.05,1,0.05
Malawi,251,1,0,0.05,2,0.1
Malawi,321,2,0,0.1,4,0.2
Malawi,335,1,0,0.05,5,0.25
Malawi,349,30,Beta,1.53,35,1.78
Malawi,370,154,Beta,7.84,189,9.62
Malawi,384,69,Beta,3.51,258,13.13
Malawi,398,21,0,1.07,279,14.2
Malawi,412,45,Beta,2.29,324,16.49
Malawi,426,23,0,1.17,347,17.66
Malawi,440,6,0,0.31,353,17.97
Malawi,454,40,Beta,2.04,393,20.01
Malawi,468,33,Others,1.68,426,21.69
Malawi,482,4,0,0.2,430,21.89
Malawi,496,24,0,1.22,454,23.11
Malawi,510,50,Delta,2.54,504,25.65
Malawi,524,72,Delta,3.66,576,29.31
Malawi,538,76,Delta,3.87,652,33.18
Malawi,552,33,Delta,1.68,685,34.86
Malawi,566,38,Delta,1.93,723,36.79
Malawi,580,15,0,0.76,738,37.55
Malawi,594,12,0,0.61,750,38.16
Malawi,608,24,0,1.22,774,39.38
Malawi,622,2,0,0.1,776,39.48
Malawi,650,1,0,0.05,777,39.53
Malawi,692,13,0,0.66,790,40.19
Malawi,706,59,Omicron,3.0,849,43.19
Malawi,720,19,0,0.97,868,44.16
Malaysia,111,7,0,0.21,7,0.21
Malaysia,125,14,0,0.43,21,0.64
Malaysia,139,8,0,0.24,29,0.88
Malaysia,153,3,0,0.09,32,0.97
Malaysia,181,2,0,0.06,34,1.03
Malaysia,195,6,0,0.18,40,1.21
Malaysia,209,9,0,0.27,49,1.48
Malaysia,223,1,0,0.03,50,1.51
Malaysia,237,23,0,0.7,73,2.21
Malaysia,265,26,0,0.79,99,3.0
Malaysia,279,41,Others,1.25,140,4.25
Malaysia,293,76,Others,2.32,216,6.57
Malaysia,307,62,Others,1.89,278,8.46
Malaysia,321,42,Others,1.28,320,9.74
Malaysia,335,65,Others,1.98,385,11.72
Malaysia,349,93,Others,2.84,478,14.56
Malaysia,370,173,Others,5.28,651,19.84
Malaysia,384,104,Others,3.17,755,23.01
Malaysia,398,107,Others,3.26,862,26.27
Malaysia,412,57,Others,1.74,919,28.01
Malaysia,426,64,Others,1.95,983,29.96
Malaysia,440,110,Others,3.36,1093,33.32
Malaysia,454,209,Others,6.38,1302,39.7
Malaysia,468,128,Beta,3.91,1430,43.61
Malaysia,482,128,Others,3.91,1558,47.52
Malaysia,496,73,Others,2.23,1631,49.75
Malaysia,510,73,Delta,2.23,1704,51.98
Malaysia,524,106,Delta,3.23,1810,55.21
Malaysia,538,140,Delta,4.27,1950,59.48
Malaysia,552,217,Delta,6.62,2167,66.1
Malaysia,566,452,Delta,13.79,2619,79.89
Malaysia,580,627,Delta,19.13,3246,99.02
Malaysia,594,751,Delta,22.91,3997,121.93
Malaysia,608,831,Delta,25.35,4828,147.28
Malaysia,622,698,Delta,21.3,5526,168.58
Malaysia,636,466,Delta,14.22,5992,182.8
Malaysia,650,435,Delta,13.27,6427,196.07
Malaysia,664,440,Delta,13.42,6867,209.49
Malaysia,678,366,Delta,11.17,7233,220.66
Malaysia,692,314,Delta,9.58,7547,230.24
Malaysia,706,442,Omicron,13.49,7989,243.73
Malaysia,720,83,Omicron,2.53,8072,246.26
Maldives,111,1,0,1.84,1,1.84
Maldives,125,1,0,1.84,2,3.68
Maldives,139,1,0,1.84,3,5.52
Maldives,153,1,0,1.84,4,7.36
Maldives,181,2,0,3.68,6,11.04
Maldives,195,1,0,1.84,7,12.88
Maldives,209,3,0,5.52,10,18.4
Maldives,251,1,0,1.84,11,20.24
Maldives,293,1,0,1.84,12,22.08
Maldives,307,1,0,1.84,13,23.92
Maldives,349,6,0,11.04,19,34.96
Maldives,370,1,0,1.84,20,36.8
Maldives,384,5,0,9.2,25,46.0
Maldives,398,1,0,1.84,26,47.84
Maldives,412,5,0,9.2,31,57.04
Maldives,426,2,0,3.68,33,60.72
Maldives,440,3,0,5.52,36,66.24
Maldives,468,5,0,9.2,41,75.44
Maldives,482,4,0,7.36,45,82.8
Maldives,496,5,0,9.2,50,92.0
Maldives,510,1,0,1.84,51,93.84
Maldives,524,7,0,12.88,58,106.72
Maldives,538,3,0,5.52,61,112.24
Maldives,552,17,0,31.27,78,143.51
Maldives,566,24,0,44.15,102,187.66
Maldives,580,51,Delta,93.82,153,281.48
Maldives,594,106,Delta,194.99,259,476.47
Maldives,608,61,Delta,112.21,320,588.68
Maldives,622,113,Delta,207.87,433,796.55
Maldives,636,97,Delta,178.43,530,974.98
Maldives,650,52,Delta,95.66,582,1070.64
Maldives,664,85,Delta,156.36,667,1227.0
Maldives,678,59,Delta,108.53,726,1335.53
Maldives,692,107,Delta,196.83,833,1532.36
Maldives,706,81,Delta,149.0,914,1681.36
Malta,209,1,0,1.94,1,1.94
Malta,223,2,0,3.88,3,5.82
Malta,237,7,0,13.56,10,19.38
Malta,440,38,Alpha,73.63,48,93.01
Malta,454,32,Alpha,62.0,80,155.01
Malta,468,44,Alpha,85.25,124,240.26
Malta,482,32,Alpha,62.0,156,302.26
Malta,496,15,0,29.06,171,331.32
Malta,510,11,0,21.31,182,352.63
Malta,524,9,0,17.44,191,370.07
Malta,538,60,Delta,116.26,251,486.33
Malta,552,48,Delta,93.01,299,579.34
Malta,566,19,0,36.81,318,616.15
Malta,636,52,Delta,100.76,370,716.91
Malta,650,24,0,46.5,394,763.41
Malta,664,22,0,42.63,416,806.04
Malta,678,132,Delta,255.76,548,1061.8
Malta,692,33,Delta,63.94,581,1125.74
Malta,706,167,Delta,323.58,748,1449.32
Malta,720,19,0,36.81,767,1486.13
Mauritius,279,2,0,1.57,2,1.57
Mauritius,293,1,0,0.79,3,2.36
Mauritius,307,3,0,2.36,6,4.72
Mauritius,321,4,0,3.14,10,7.86
Mauritius,335,2,0,1.57,12,9.43
Mauritius,349,10,0,7.85,22,17.28
Mauritius,370,6,0,4.71,28,21.99
Mauritius,384,5,0,3.93,33,25.92
Mauritius,398,3,0,2.36,36,28.28
Mauritius,412,8,0,6.28,44,34.56
Mauritius,426,89,Others,69.89,133,104.45
Mauritius,440,10,0,7.85,143,112.3
Mauritius,454,3,0,2.36,146,114.66
Mauritius,468,8,0,6.28,154,120.94
Mauritius,482,40,Others,31.41,194,152.35
Mauritius,496,8,0,6.28,202,158.63
Mauritius,510,13,0,10.21,215,168.84
Mauritius,524,18,0,14.14,233,182.98
Mauritius,538,23,0,18.06,256,201.04
Mauritius,552,21,0,16.49,277,217.53
Mauritius,566,10,0,7.85,287,225.38
Mauritius,580,7,0,5.5,294,230.88
Mauritius,594,18,0,14.14,312,245.02
Mauritius,608,11,0,8.64,323,253.66
Mauritius,622,13,0,10.21,336,263.87
Mauritius,636,17,0,13.35,353,277.22
Mauritius,650,31,Delta,24.34,384,301.56
Mauritius,664,2,0,1.57,386,303.13
Mauritius,678,82,Delta,64.39,468,367.52
Mauritius,692,3,0,2.36,471,369.88
Mauritius,706,58,Delta,45.55,529,415.43
Mexico,111,208,Others,1.6,208,1.6
Mexico,125,264,Others,2.03,472,3.63
Mexico,139,290,Others,2.23,762,5.86
Mexico,153,166,Others,1.27,928,7.13
Mexico,167,219,Others,1.68,1147,8.81
Mexico,181,135,Others,1.04,1282,9.85
Mexico,195,155,Others,1.19,1437,11.04
Mexico,209,144,Others,1.11,1581,12.15
Mexico,223,178,Others,1.37,1759,13.52
Mexico,237,123,Others,0.94,1882,14.46
Mexico,251,62,Others,0.48,1944,14.94
